well,depth_m,latitude,longitude,bhtcorrected_temp_C,thermal_gradient_K_m,k_W_mK,optMdot,lcoe_b_USD,lcoe_g_USD,power_MW,error
0,3879.3,32.8002,-93.1672,193.0,0.044700000000000004,2.09,267.69496019900436,100.61654123919702,130.2201874246606,13.427091513686541,
1,3929.3,32.6775,-94.9812,184.7,0.042,2.12,269.37400259899925,109.9373117272656,144.3088059646882,11.733940663416389,
2,3647.9,32.8002,-93.1672,167.8,0.0407,2.09,253.13300259899958,137.0866437500102,184.07638573299738,7.89661662604234,
3,3595.1,32.6775,-94.9812,161.1,0.0394,2.12,246.1344506989997,147.92064389674303,200.60288084550132,6.931132994840557,
4,3514.0,32.5311,-94.62969,158.0,0.039020000000000006,2.35,239.7424963989998,157.51811877318127,214.98029280552566,6.198025514283757,
5,3274.7,32.7832,-93.4002,154.3,0.0412,2.1,233.11178259899995,164.98960635925937,224.21529466603118,5.57552901554138,
6,3879.28,32.53559,-94.82366,151.29,0.03359,2.36,228.41243829899994,183.41621764425975,261.404210020575,5.096791613396435,
7,3755.25,32.58534,-94.69041,151.24,0.03472,2.37,228.26871639899997,181.53123552838258,256.7371680164906,5.095562046722714,
8,3398.0,32.56314,-94.82131,151.0,0.038270000000000005,2.35,227.64249639899995,176.52423210211322,244.13684897838758,5.079908956607871,
9,3380.95,32.51575,-94.83413,150.11,0.03818,2.35,226.00294449899997,179.23752785001838,248.30563859904635,4.946120801547961,
10,3696.3,32.6803,-94.9829,150.1,0.035,2.07,225.50823069899997,184.9674353418535,261.7688307334625,4.902493621877006,
11,3498.06,32.55336,-94.56122,149.81,0.03688,2.36,225.45517259900006,182.22249061668214,254.65054562079575,4.893078807558293,
12,3399.84,32.51843,-94.75825,149.05,0.03767,2.34,223.96194449900008,183.27888987180052,255.1094475373561,4.7843914584954845,
13,3300.0,32.55275,-94.72241,149.0,0.038810000000000004,2.35,223.84988639900007,181.76906835764538,251.36508813416586,4.783521008840608,
14,3657.6,32.6806,-94.9755,147.8,0.0347,2.07,220.6050482990001,193.3179689688684,275.1855401256731,4.5457674861714805,
15,3849.37,32.53102,-94.6297,147.4,0.032869999999999996,2.38,220.82916449900011,197.44888053315816,284.5897523354162,4.521696644002961,
16,3740.2,32.6856,-94.6111,147.3,0.0342,2.11,222.3029444990001,191.7849711926919,273.6995586516194,4.657305192173414,
17,3319.0,32.55629,-94.82437,147.0,0.03797,2.36,219.8156582990001,189.26987635207217,263.83720231900975,4.491886264640906,
18,3286.0,32.51989,-94.82124,147.0,0.038340000000000006,2.36,219.8351063990001,188.63624461354158,262.3564141198656,4.495635218647531,
19,3292.0,32.54322,-94.82287,147.0,0.03828,2.36,219.8351063990001,188.7291680398634,262.59108337623496,4.4956773446897325,
20,3286.0,32.5295,-94.82741,147.0,0.038340000000000006,2.36,219.8156582990001,188.67366496032216,262.4171953463174,4.494211066686827,
21,3298.0,32.54752,-94.80647,147.0,0.03821,2.36,219.8156582990001,188.87832700943292,262.9149601688033,4.493724834979367,
22,3879.9,32.8363,-94.9116,146.9,0.0325,2.08,218.5976582990001,201.58949339206725,292.1466336387942,4.3901618114216125,
23,3942.1,32.8305,-94.7262,146.9,0.032299999999999995,2.13,221.0654963990001,198.01694999892624,286.898850756649,4.554469518432212,
