well,depth_m,latitude,longitude,bhtcorrected_temp_C,thermal_gradient_K_m,k_W_mK,optMdot,lcoe_b_USD,lcoe_g_USD,power_MW,error
26,1280.5,32.0602,-94.0819,74.1,0.0414,2.03,28.23862069899999,1049.9384165075226,2047.172509787626,0.25315006697082704,
27,4139.3,30.8416,-94.7266,193.5,0.0414,1.98,29.21565829899999,994.4393813143457,1923.7345795189115,0.27165735708867667,
28,3274.7,32.7832,-93.4002,154.3,0.0412,2.1,26.41627639899999,1168.2461921234344,2312.126857302213,0.22069599144766955,
29,1115.2,31.7591,-93.9638,67.0,0.0412,2.0,27.812438298999986,1072.8501617080467,2098.847325572918,0.24605319233874512,
30,3945.7,32.35667,-94.64604,183.51,0.041159999999999995,2.38,27.64926829899999,1115.5943824556837,2187.9162510920532,0.2354236026357282,
31,2309.0,32.40481,-94.81602,116.0,0.04107,2.3,27.522392598999993,1117.4532742660695,2193.324883813708,0.2346468437861237,
32,2227.1,33.4578,-93.7058,110.3,0.041,2.18,25.627060698999994,1234.2788337073528,2459.447601643323,0.2060531447636802,
33,2226.5,33.4501,-93.7168,110.3,0.041,2.18,25.639276398999986,1233.000014713151,2456.629353558608,0.2063123770288532,
34,982.6,33.4287,-93.9445,59.2,0.0409,2.18,25.56871639899999,1239.4483677161759,2470.981037523005,0.2049883723661574,
35,2454.18,32.42982,-94.78846,121.42,0.04087,2.3,27.061944498999992,1148.2350222686166,2262.22329047453,0.2266180755260759,
36,2893.6,32.0238,-94.3185,139.5,0.040799999999999996,2.03,27.11565829899999,1119.5271889489616,2202.822889901279,0.23303875135618418,
37,3112.0,32.3553,-94.61178,148.0,0.040780000000000004,2.36,26.806164498999994,1170.1483335356106,2310.562548776891,0.22136682805732888,
38,3647.9,32.8002,-93.1672,167.8,0.0407,2.09,25.271438298999986,1253.3805443102697,2504.264210716788,0.20181723071392937,
39,3145.0,32.33463,-94.55943,149.0,0.04068,2.35,26.58204829899999,1185.3726933680312,2344.874201228645,0.21772276774805008,
40,2042.7,32.4027,-94.1788,103.8,0.040600000000000004,2.05,26.265496398999986,1178.0614762976763,2334.290646722574,0.21833896251439372,
41,3302.25,32.4312,-94.57432,154.91,0.04056,2.34,26.246048298999984,1208.6408661535088,2397.445455968003,0.21235607572716672,
42,3416.8,30.8519,-94.3535,159.6,0.0404,1.93,26.825612598999996,1129.383394557701,2226.7705812350387,0.2300463141581017,
43,2324.48,32.32195,-94.66361,114.95,0.040350000000000004,2.3,25.990268298999986,1225.3409419650225,2435.504143489251,0.20860812589697303,
44,3419.67,32.37636,-94.82854,159.09,0.04032,2.35,25.93655449899999,1233.6665001702545,2453.4641399459715,0.2069604574295355,
45,2140.2,32.1346,-94.2621,107.4,0.040299999999999996,2.04,25.95600259899999,1199.1612199565711,2382.084396718232,0.21341189559794607,
46,2618.9,32.3838,-95.095,126.9,0.040299999999999996,2.06,26.04861259899999,1195.9261026042648,2374.0747578548717,0.21427676072486032,
47,2509.9,32.57,-94.78284,121.79,0.04018,2.3,25.441840698999993,1267.4047354484696,2530.5771956953913,0.19985384849991267,
48,3207.3,30.5526,-95.017,151.3,0.040100000000000004,1.97,26.896172598999993,1131.0877299268063,2229.2686401044366,0.22988004540947318,
49,3739.9,30.9345,-94.7213,172.3,0.040100000000000004,1.98,26.384612598999997,1165.086574556458,2305.9101406133163,0.22128739711436515,
50,3242.13,32.39758,-94.53929,150.85,0.040060000000000005,2.34,25.21772449899999,1290.5482992631376,2581.955136747488,0.19548438971503396,
51,2433.8,31.7767,-94.7667,119.1,0.04,2.01,25.751334498999988,1212.6263102581725,2412.76514426368,0.21035056140704103,
