well,depth_m,latitude,longitude,bhtcorrected_temp_C,thermal_gradient_K_m,k_W_mK,optMdot,lcoe_b_USD,lcoe_g_USD,power_MW,error
33,3813.7,32.5272,-95.0452,143.5,0.0325,2.11,67.3574506990001,251.75929871658147,450.07004272839555,1.966166915553492,
34,3319.0,32.57005,-94.81108,143.0,0.036770000000000004,2.35,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
35,3272.0,32.5682,-94.82735,143.0,0.0373,2.36,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
36,3293.0,32.5704,-94.73786,143.0,0.037079999999999995,2.35,61.07689879900001,251.43723966519278,444.56876039813665,1.7198959459404668,
37,3321.0,32.57126,-94.81896,143.0,0.03675,2.36,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
38,3315.0,32.51734,-94.78006,143.0,0.0368,2.35,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
39,3318.0,32.51518,-94.86287,143.0,0.03676,2.36,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
40,3325.0,32.57938,-94.81753,143.0,0.03671,2.35,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
41,3271.0,32.56448,-94.82687,143.0,0.03731,2.36,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
42,3894.71,32.55017,-94.82634,142.4,0.03118,2.36,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
43,3404.88,32.57065,-94.78294,142.39,0.03567,2.34,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
44,3348.21,32.50963,-94.54977,142.26,0.03626,2.35,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
45,3341.6,32.51376,-94.54929,142.24,0.03633,2.35,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
46,3617.7,33.0401,-93.2553,142.2,0.0341,2.13,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
47,3257.0,32.51933,-94.79174,142.0,0.037149999999999996,2.36,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
48,3321.0,32.56415,-94.80567,142.0,0.03645,2.35,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
49,3256.0,32.58465,-94.79762,142.0,0.03719,2.36,0.0,0.0,0.0,0.0,GenGeo::DownHolePump:ExceedsMaxProductionPumpPressure - Exceeds Max Pump Pressure of 1.500 MPa!
