well,depth_m,latitude,longitude,bhtcorrected_temp_C,thermal_gradient_K_m,k_W_mK,optMdot,lcoe_b_USD,lcoe_g_USD,power_MW,error
0,521.3,31.2634,-95.218,57.2,0.0668,1.99,372.50584069899935,96.12363126867882,106.54250445282884,36.72352422605802,
1,841.5,31.7049,-93.9206,65.0,0.0522,2.0,322.73865829899927,74.75115544596429,91.69589054716218,22.580331855368424,
2,1144.3,32.51014,-94.85021,80.77,0.05219,2.27,320.64394449899936,74.76802520424249,91.61199368653826,22.715415443131302,
3,1791.5,32.6898,-94.2976,110.4,0.0502,2.07,301.0684563990073,76.36515591155369,95.26319411576227,20.246426515380307,
4,1847.2,31.7418,-93.8744,112.5,0.0495,2.0,325.832752099007,79.35213295716039,99.04432364513984,19.42992264542293,
5,2791.2,31.8001,-94.7995,158.4,0.0489,2.02,353.17126399899996,82.88324489119866,103.43741030298433,18.615095000012357,
6,1190.2,31.7162,-93.8704,78.6,0.0484,2.0,305.18202829900764,80.44942259361954,101.37062339962159,18.288517247852702,
7,3642.0,32.38374,-94.73103,192.0,0.04690999999999999,2.34,308.008592599001,83.88351892513373,106.50557510630578,16.91348207793794,
8,3053.56,32.3483,-94.82097,160.74,0.045689999999999995,2.32,316.24039259899916,87.62642020704604,111.88362237834507,15.773366569004795,
9,2681.7,32.6303,-94.6304,141.7,0.0451,2.07,318.78139259899916,90.25621646016306,115.75729221710002,15.003984358670701,
10,3879.3,32.8002,-93.1672,193.0,0.044700000000000004,2.09,319.42706069899907,92.61696688821294,119.29770434096812,14.340598436001908,
11,3739.6,31.9197,-94.549,184.0,0.0437,2.02,320.21887829899924,94.21275384276399,121.67047405968817,13.934796434793716,
12,1237.8,32.6172,-93.4342,73.6,0.0437,2.08,320.1043925989991,95.78039382629765,124.04347704812892,13.537721231023115,
13,519.8,31.2644,-95.212,45.0,0.0435,1.99,320.34778259899923,94.11460246336276,121.51612019930425,13.9633777031443,
14,2495.73,32.59281,-94.64352,128.92,0.04332,2.3,319.1834963989992,95.61313121486857,123.83656195480715,13.556741039455613,
