well,depth_m,latitude,longitude,bhtcorrected_temp_C,thermal_gradient_K_m,k_W_mK,optMdot,lcoe_b_USD,lcoe_g_USD,power_MW,error
41,4405.5,30.6826,-94.6836,160.2,0.0313,1.97,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   433.342 -  p=-6.86264e+08 -  with guess value    -190472 with error: The molar density of -190471.882479 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -686264009.8 - ""T"" - 433.3421476 - ""water"")"
42,3902.1,30.8359,-94.9089,159.7,0.0352,1.98,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   432.904 -  p=-6.98256e+08 -  with guess value    -193996 with error: The molar density of -193996.313009 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -698255569.3 - ""T"" - 432.9039157 - ""water"")"
43,3416.8,30.8519,-94.3535,159.6,0.0404,1.93,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   433.149 -  p=-7.09443e+08 -  with guess value    -196993 with error: The molar density of -196993.055427 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -709442774.1 - ""T"" - 433.1487198 - ""water"")"
44,3655.5,32.1901,-95.1436,159.5,0.0378,2.06,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   432.827 -  p=-7.01485e+08 -  with guess value    -194928 with error: The molar density of -194928.187395 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -701485364.4 - ""T"" - 432.8272067 - ""water"")"
45,3419.67,32.37636,-94.82854,159.09,0.04032,2.35,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   431.881 -  p=-7.0238e+08 -  with guess value    -195605 with error: The molar density of -195604.619556 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -702380155.6 - ""T"" - 431.8806114 - ""water"")"
46,2791.2,31.8001,-94.7995,158.4,0.0489,2.02,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=    431.44 -  p=-7.2569e+08 -  with guess value    -202303 with error: The molar density of -202302.836596 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -725690483.3 - ""T"" - 431.4396325 - ""water"")"
47,3514.0,32.5311,-94.62969,158.0,0.039020000000000006,2.35,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   430.792 -  p=-7.02064e+08 -  with guess value    -196011 with error: The molar density of -196010.756592 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -702064283.7 - ""T"" - 430.7919274 - ""water"")"
48,3902.89,32.44229,-94.67079,157.96,0.03509,2.38,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   430.811 -  p=-6.9228e+08 -  with guess value    -193271 with error: The molar density of -193270.507788 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -692279513.7 - ""T"" - 430.8106928 - ""water"")"
49,3874.7,31.8179,-94.7663,156.9,0.0352,2.02,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   431.249 -  p=-7.0082e+08 -  with guess value    -195456 with error: The molar density of -195455.705131 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -700819629.6 - ""T"" - 431.2493843 - ""water"")"
50,3921.15,32.48026,-94.61828,156.29,0.03452,2.39,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=    429.14 -  p=-6.95364e+08 -  with guess value    -194888 with error: The molar density of -194887.680939 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -695364456.8 - ""T"" - 429.1396891 - ""water"")"
51,3511.91,32.46356,-94.66045,155.95,0.03843,2.35,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   428.765 -  p=-7.0667e+08 -  with guess value    -198229 with error: The molar density of -198229.270402 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -706670324.3 - ""T"" - 428.7653225 - ""water"")"
52,3981.7,30.759,-95.2264,155.8,0.0337,1.95,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   430.153 -  p=-7.0339e+08 -  with guess value    -196673 with error: The molar density of -196672.562137 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -703390408.6 - ""T"" - 430.1532894 - ""water"")"
53,4023.2,30.7107,-93.6123,155.8,0.0334,1.95,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   429.025 -  p=-7.03607e+08 -  with guess value    -197251 with error: The molar density of -197250.689372 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -703607444.3 - ""T"" - 429.0248794 - ""water"")"
54,4355.5,30.7504,-94.8177,155.8,0.030600000000000002,1.97,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   428.828 -  p=-6.9743e+08 -  with guess value    -195609 with error: The molar density of -195608.504679 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -697429940.1 - ""T"" - 428.8282977 - ""water"")"
55,3852.21,32.48669,-94.58851,155.73,0.035,2.38,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   428.572 -  p=-6.98434e+08 -  with guess value    -196007 with error: The molar density of -196007.332071 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -698433782.3 - ""T"" - 428.571712 - ""water"")"
56,3861.65,32.44219,-94.6713,155.18,0.03474,2.38,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=    428.02 -  p=-6.99616e+08 -  with guess value    -196592 with error: The molar density of -196592.166084 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -699615892 - ""T"" - 428.0199777 - ""water"")"
57,3867.95,32.40765,-94.77327,155.18,0.03465,2.36,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   427.985 -  p=-7.00022e+08 -  with guess value    -196722 with error: The molar density of -196722.051334 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -700021644.6 - ""T"" - 427.9854512 - ""water"")"
58,3990.09,32.45883,-94.59313,155.16,0.03364,2.39,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   428.023 -  p=-6.96353e+08 -  with guess value    -195674 with error: The molar density of -195673.971060 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -696353252.6 - ""T"" - 428.0230245 - ""water"")"
59,3716.5,32.1937,-95.1323,155.1,0.0359,2.06,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   428.072 -  p=-7.10195e+08 -  with guess value    -199541 with error: The molar density of -199540.795994 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -710195000.7 - ""T"" - 428.0716753 - ""water"")"
60,3354.82,32.4292,-94.59324,155.05,0.03997,2.34,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   427.866 -  p=-7.12548e+08 -  with guess value    -200298 with error: The molar density of -200297.877627 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -712547601.2 - ""T"" - 427.8663346 - ""water"")"
61,3302.25,32.4312,-94.57432,154.91,0.04056,2.34,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   427.703 -  p=-7.14154e+08 -  with guess value    -200826 with error: The molar density of -200826.183517 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -714153994.4 - ""T"" - 427.7028227 - ""water"")"
62,3958.92,32.45876,-94.6002,154.61,0.03376,2.39,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   427.451 -  p=-6.98415e+08 -  with guess value    -196516 with error: The molar density of -196516.203891 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -698415366.7 - ""T"" - 427.4506697 - ""water"")"
63,3274.7,32.7832,-93.4002,154.3,0.0412,2.1,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   427.551 -  p=-7.18692e+08 -  with guess value    -202174 with error: The molar density of -202174.090782 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -718692330 - ""T"" - 427.5511641 - ""water"")"
64,3816.8,30.5985,-94.1747,154.1,0.0346,1.96,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   427.211 -  p=-7.1233e+08 -  with guess value    -200544 with error: The molar density of -200543.831413 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -712330329.6 - ""T"" - 427.2112789 - ""water"")"
65,3809.08,32.4743,-94.64668,154.05,0.03494,2.37,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=    426.89 -  p=-7.03561e+08 -  with guess value    -198224 with error: The molar density of -198223.793799 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -703560762.4 - ""T"" - 426.8904201 - ""water"")"
66,3788.7,32.1385,-95.14,154.0,0.0349,2.05,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   426.975 -  p=-7.11309e+08 -  with guess value    -200367 with error: The molar density of -200366.955497 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -711308889.3 - ""T"" - 426.9752669 - ""water"")"
67,3659.5,32.2083,-95.1238,153.9,0.0362,2.06,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   427.123 -  p=-7.13538e+08 -  with guess value    -200925 with error: The molar density of -200925.098816 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -713537508 - ""T"" - 427.1232363 - ""water"")"
68,3415.89,32.42289,-94.66508,153.53,0.03879,2.34,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   426.353 -  p=-7.14529e+08 -  with guess value    -201568 with error: The molar density of -201567.525475 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -714528665.2 - ""T"" - 426.3533443 - ""water"")"
69,4450.3,30.6938,-94.6943,153.5,0.0295,1.97,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   426.734 -  p=-7.00134e+08 -  with guess value    -197331 with error: The molar density of -197330.656965 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -700133843.8 - ""T"" - 426.7338477 - ""water"")"
70,3384.1,32.44578,-94.64038,153.46,0.03914,2.34,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   426.254 -  p=-7.15447e+08 -  with guess value    -201873 with error: The molar density of -201873.384515 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -715446658.5 - ""T"" - 426.254304 - ""water"")"
71,3705.83,32.38811,-94.54873,153.43,0.03574,2.37,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   426.277 -  p=-7.07407e+08 -  with guess value    -199594 with error: The molar density of -199594.147465 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -707407232.5 - ""T"" - 426.2773672 - ""water"")"
72,3340.34,32.31925,-94.67123,153.35,0.03957,2.35,0.0,0.0,0.0,0.0,"solver_rho_Tp was unable to find a solution for T=   426.165 -  p=-7.16705e+08 -  with guess value    -202271 with error: The molar density of -202270.649413 mol/m3 is below the minimum of 0.000000 mol/m3 : PropsSI(""HMASS"" - ""P"" - -716704500.9 - ""T"" - 426.1650644 - ""water"")"
