database,api,permit,longitude,latitude,surface_interval_id,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name,surface_id,bottom_id,,,
SMU-Google BHT Heat Flow,,,-87.9149,31.3615,AL-BHT-000061-a,1223.2,44.4,2.3,46.7,20.3,21.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,44,BHT-C,,Harrison,1,44,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.904,31.8032,AL-BHT-000062-a,1011,40,-0.4,39.6,20.1,19.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.06,40,BHT-C,,Harrison,1,40,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.9,30.9702,AL-BHT-000063-a,2746,93.3,16,109.3,20.5,32.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2,65,BHT-C,,Harrison,1,65,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8986,31.6909,AL-BHT-000064-a,1680.5,57.8,7.6,65.4,20.2,26.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,55,BHT-C,,Harrison,1,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8807,31.4366,AL-BHT-000065-a,754.6,37.8,-4.1,33.7,20.2,17.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,36,BHT-C,,Harrison,1,36,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8805,31.4657,AL-BHT-000066-a,3087.2,81.1,17.5,98.6,20.2,25.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.878,32.1742,AL-BHT-000067-a,762.5,40.6,-3.9,36.7,19.9,22,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.08,46,BHT-C,,Harrison,1,46,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.875,30.7852,AL-BHT-000068-a,3204.6,93.3,17.9,111.2,20.5,28.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.99,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.868,31.7472,AL-BHT-000069-a,3719.8,103.9,19,122.9,20.1,27.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,57,BHT-C,,Harrison,1,57,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8674,31.2467,AL-BHT-000070-a,2447.3,60,14.2,74.2,20.3,22,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,44,BHT-C,,Harrison,1,44,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8565,31.6073,AL-BHT-000071-a,1903.7,60,9.8,69.8,20.2,26.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8547,30.5036,AL-BHT-000072-a,2577.7,69.4,15,84.4,20.7,24.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.98,49,BHT-C,,Harrison,1,49,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.851,31.1531,AL-BHT-000073-a,1868.6,59.4,9.4,68.8,20.4,25.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.01,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8501,32.3158,AL-BHT-000074-a,1067.1,47.8,0.3,48.1,19.9,26.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.08,55,BHT-C,,Harrison,1,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8498,31.0824,AL-BHT-000075-a,2309.1,63.3,13.2,76.5,20.4,24.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2,49,BHT-C,,Harrison,1,49,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8262,31.086,AL-BHT-000076-a,2111.6,74.4,11.6,86,20.4,31.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2,62,BHT-C,,Harrison,1,62,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.8173,31.0506,AL-BHT-000077-a,2165.5,73.9,12.1,86,20.4,30.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2,61,BHT-C,,Harrison,1,61,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7993,31.149,AL-BHT-000078-a,1981.4,63.3,10.5,73.8,20.4,27,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.01,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7988,31.2569,AL-BHT-000079-a,1815.9,57.8,8.9,66.7,20.3,25.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.773,31.9232,AL-BHT-000080-a,2636.9,65.6,15.4,81,20.1,23.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.07,48,BHT-C,,Harrison,1,48,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7621,31.8601,AL-BHT-000081-a,3202.4,81.1,17.9,99,20.1,24.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.06,51,BHT-C,,Harrison,1,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7494,31.4875,AL-BHT-000082-a,1629.6,57.8,7,64.8,20.2,27.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.04,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7394,31.3983,AL-BHT-000083-a,1774.4,63.9,8.5,72.4,20.2,29.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,60,BHT-C,,Harrison,1,60,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7273,30.6831,AL-BHT-000084-a,1686.6,58.9,7.6,66.5,20.5,27.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.99,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7209,31.5596,AL-BHT-000085-a,1685.1,58.9,7.6,66.5,20.2,27.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7165,31.578,AL-BHT-000086-a,1586.6,55.6,6.6,62.2,20.2,26.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.7119,31.509,AL-BHT-000087-a,1455.8,55,5.1,60.1,20.2,27.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.04,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.71,30.6102,AL-BHT-000088-a,3209.5,97.8,18,115.8,20.6,29.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.99,59,BHT-C,,Harrison,1,59,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.706,31.4129,AL-BHT-000089-a,1846.3,60,9.2,69.2,20.2,26.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.04,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6933,31.2893,AL-BHT-000090-a,1859.8,60.6,9.4,70,20.3,26.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6924,33.6479,AL-BHT-000091-a,1068.6,50,0.3,50.3,17.9,30.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.1,64,BHT-C,,Harrison,1,64,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.674,32.1742,AL-BHT-000092-a,1823.8,60,9,69,20,26.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.08,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6514,30.345,AL-BHT-000093-a,2512.8,80,14.6,94.6,20.7,29.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.98,58,BHT-C,,Harrison,1,58,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6513,30.4356,AL-BHT-000094-a,2600,72.8,15.1,87.9,20.7,25.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.98,51,BHT-C,,Harrison,1,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6487,33.7058,AL-BHT-000095-a,1261.9,48.9,2.8,51.7,17.8,26.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.1,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.642,31.8692,AL-BHT-000096-a,916.8,46.1,-1.7,44.4,20.1,26.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.07,55,BHT-C,,Harrison,1,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6297,31.2275,AL-BHT-000097-a,1975.9,71.1,10.4,81.5,20.3,31,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,63,BHT-C,,Harrison,1,63,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6178,31.135,AL-BHT-000098-a,1959.1,61.1,10.3,71.4,20.3,26.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,53,BHT-C,,Harrison,1,53,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6177,31.1563,AL-BHT-000099-a,2076.8,64.4,11.3,75.7,20.3,26.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6169,30.6651,AL-BHT-000100-a,2391.5,72.2,13.8,86,20.5,27.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.99,55,BHT-C,,Harrison,1,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.616,33.7691,AL-BHT-000101-a,1393.6,46.7,4.4,51.1,17.6,24,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.09,50,BHT-C,,Harrison,1,50,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6139,31.463,AL-BHT-000102-a,1654.6,55.6,7.3,62.9,20.2,25.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.04,53,BHT-C,,Harrison,1,53,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.6,31.9602,AL-BHT-000103-a,2394.5,68.3,13.8,82.1,20.1,25.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.07,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.5968,31.4338,AL-BHT-000104-a,1716.8,55,7.9,62.9,20.2,24.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.04,51,BHT-C,,Harrison,1,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.58,32.4392,AL-BHT-000105-a,1225,39.4,2.3,41.7,19.8,17.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.09,37,BHT-C,,Harrison,1,37,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.58,31.3122,AL-BHT-000106-a,985.1,47.8,-0.8,47,20.2,27.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,55,BHT-C,,Harrison,1,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.568,31.5385,AL-BHT-000107-a,1161.6,54.4,1.5,55.9,20.2,30.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,63,BHT-C,,Harrison,1,63,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.5529,31.077,AL-BHT-000108-a,2077.1,62.8,11.3,74.1,20.3,25.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.01,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.5509,31.2442,AL-BHT-000109-a,2075.9,61.1,11.3,72.4,20.3,25.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,51,BHT-C,,Harrison,1,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.5501,31.1566,AL-BHT-000110-a,2052.4,65.6,11.1,76.7,20.3,27.5,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,56,BHT-C,,Harrison,1,56,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.5482,31.7566,AL-BHT-000111-a,1322.6,52.2,3.5,55.7,20.1,26.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.06,55,BHT-C,,Harrison,1,55,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.5255,31.6302,AL-BHT-000112-a,1374.4,50,4.2,54.2,20.1,24.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.06,51,BHT-C,,Harrison,1,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.5247,30.4337,AL-BHT-000113-a,2454.3,72.8,14.2,87,20.6,27.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.99,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.51,31.8902,AL-BHT-000114-a,2720.1,75.6,15.8,91.4,20.1,26.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.07,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.499,31.4326,AL-BHT-000115-a,1680.2,54.4,7.6,62,20.2,24.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,51,BHT-C,,Harrison,1,51,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.498,31.28,AL-BHT-000116-a,1921.3,61.7,9.9,71.6,20.2,26.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,54,BHT-C,,Harrison,1,54,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4909,31.4688,AL-BHT-000117-a,1313.4,54.4,3.4,57.8,20.2,28.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,59,BHT-C,,Harrison,1,59,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.481,32.2125,AL-BHT-000118-a,1379.9,47.8,4.2,52,19.9,23.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.09,49,BHT-C,,Harrison,1,49,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4786,31.6484,AL-BHT-000119-a,1379.6,54.4,4.2,58.6,20.1,27.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.06,57,BHT-C,,Harrison,1,57,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4755,31.2217,AL-BHT-000120-a,1948.5,60,10.2,70.2,20.3,25.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.03,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.471,33.2152,AL-BHT-000121-a,2454.3,73.9,14.2,88.1,18.7,28.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: COSUNA section - SA-8,,962.4,2.55,72,BHT-C,,Harrison,1,72,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.47,31.8292,AL-BHT-000122-a,2706.7,72.2,15.8,88,20.1,25.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.07,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4584,30.4586,AL-BHT-000123-a,2380.5,68.9,13.7,82.6,20.7,26,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,1.99,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4467,33.829,AL-BHT-000124-a,1326.2,60,3.6,63.6,17.4,34.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: COSUNA section - SA-8,,315.8,4.2,146,BHT-X,,Harrison,1,,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4444,31.0541,AL-BHT-000125-a,2078.7,62.2,11.3,73.5,20.3,25.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.02,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4324,31.6081,AL-BHT-000126-a,1988.1,60,10.5,70.5,20.1,25.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.06,52,BHT-C,,Harrison,1,52,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.4044,31.7888,AL-BHT-000127-a,1378.7,54.4,4.2,58.6,20.1,27.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.07,58,BHT-C,,Harrison,1,58,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.3975,31.5281,AL-BHT-000128-a,1249.4,55.6,2.7,58.3,20.1,30.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: Blackwell Gulf Coast K Model,,,2.05,63,BHT-C,,Harrison,1,63,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.3915,34.492,AL-BHT-000129-a,2380.5,68.9,13.7,82.6,16.7,27.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: COSUNA section - SA-8,,909.7,2.62,73,BHT-C,,Harrison,2,73,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
SMU-Google BHT Heat Flow,,,-87.3915,34.492,AL-BHT-000129-b,2380.5,73.9,13.7,87.6,16.7,29.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AL,Estimate: COSUNA section - MW-29,,671.8,3.54,105,BHT-X,,Harrison,2,73,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,,,,,,
