longitude,latitude,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name
-94.7262,32.8305,3942.1,127.8,19.1,146.9,20.59,32.3,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.13,69.0,BHT-C,,Harrison,3.0,66.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.74281,32.41498,3878.97,127.78,,146.85,21.11,32.42,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,78.59,BHT-C,,Harrison,1.0,78.59,,,,,,,,,,,,,,,102.72,Gregg County
-94.62347,32.37297,3405.51,128.33,,146.84,21.07,36.93,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,88.23,BHT-C,,Harrison,1.0,88.23,,,,,,,,,,,,,,,89.0,Gregg County
-94.9475,32.6547,3672.6,127.8,19.0,146.8,20.9,34.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,71.0,BHT-C,,Harrison,1.0,71.0,,,,,10.75,,,Medicine Bow Energy,Gas Well,Unknown,Mings Chapel,,KB,424.7,129.48,Upshur
-93.2351,31.3077,3703.0,127.8,19.0,146.8,20.37,34.0,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,1.95,66.0,BHT-C,,Harrison,3.0,62.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.1071,32.1617,3677.1,127.8,19.0,146.8,21.5,34.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,70.0,BHT-C,,Harrison,1.0,70.0,,,,,9.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,467.0,142.38,Smith
-94.8326,30.577,3667.7,127.8,18.9,146.7,22.57,34.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.93,66.0,BHT-C,,Harrison,3.0,60.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.0807,32.1535,3611.0,127.8,18.9,146.7,21.5,34.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,71.0,BHT-C,,Harrison,1.0,71.0,,,,,8.0,,,"Encore Operating, LP",Gas Well,Unknown,Overton,,KB,548.0,167.07,Smith
-95.0927,32.1518,3632.0,127.8,18.9,146.7,21.5,34.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,71.0,BHT-C,,Harrison,1.0,71.0,,,,,5.0,,,"Encore Operating, LP",Gas Well,Unknown,Overton,,KB,485.0,147.87,Smith
-95.1436,32.1994,3641.5,127.8,18.9,146.7,21.5,34.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,71.0,BHT-C,,Harrison,2.0,71.0,,,,,5.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,383.0,116.77,Smith
-94.2378,32.2241,3364.3,128.3,18.4,146.7,21.05,37.7,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,77.0,BHT-C,,Harrison,2.0,72.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-95.084,32.1719,3580.8,127.8,18.8,146.6,21.5,34.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,72.0,BHT-C,,Harrison,1.0,72.0,,,,,6.0,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,477.0,145.43,Smith
-95.0597,32.2081,3546.6,127.8,18.8,146.6,21.5,35.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,73.0,BHT-C,,Harrison,1.0,73.0,,,,,7.5,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,455.0,138.72,Smith
-94.6486,31.467,3292.7,128.3,18.2,146.5,21.8,37.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.99,75.0,BHT-C,,Harrison,1.0,75.0,,,,,,,,"Ovation Energy II, LP",Gas Well,Unknown,Shawnee Spring,,KB,320.2,97.62,Nacogdoches
-94.594,32.4204,3270.1,128.3,18.2,146.5,20.99,38.38,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,79.0,BHT-C,,Harrison,1.0,91.56,,,,,12.5,,,Samson Lone Star Ltd. Partnership,Gas Well,,Hallsville,Cotton Valley,KB,275.0,83.82,Harrison County
-92.5002,32.3832,3504.0,127.8,18.7,146.5,19.32,36.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.04,74.0,BHT-C,,Harrison,3.0,68.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.64974,32.4213,3500.89,127.78,,146.48,21.03,35.83,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,85.86,BHT-C,,Harrison,1.0,85.86,,,,,,,,,,,,,,,77.42,Harrison County
-94.76986,32.31242,3470.36,127.78,,146.42,21.24,36.07,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,86.43,BHT-C,,Harrison,1.0,86.43,,,,,,,,,,,,,,,95.71,Rusk County
-94.80444,32.4204,3465.95,127.78,,146.41,21.14,36.14,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.35,86.52,BHT-C,,Harrison,1.0,86.52,,,,,,,,,,,,,,,105.16,Gregg County
-93.2172,32.9672,3447.6,127.8,18.6,146.4,19.27,36.8,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,2.12,78.0,BHT-C,,Harrison,1.0,78.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.65701,32.35269,3365.84,127.78,,146.19,21.12,37.16,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,88.74,BHT-C,,Harrison,1.0,88.74,,,,,,,,,,,,,,,115.82,Rusk County
-94.75076,32.31654,3641.92,127.22,,146.14,21.22,34.3,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,82.18,BHT-C,,Harrison,1.0,82.18,,,,,,,,,,,,,,,100.89,Rusk County
-94.6653,32.439,3320.7,127.8,18.3,146.1,21.02,37.67,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,78.0,BHT-C,,Harrison,1.0,89.91,,,,,9.5,,,"Petromax Operating Co., Inc.",Gas Well,,Lakeport,,KB,325.0,99.06,Harrison County
-95.1144,32.2164,3645.1,127.2,18.9,146.1,21.5,34.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,70.0,BHT-C,,Harrison,1.0,70.0,,,,,7.5,,,Southwestern Energy,Gas Well,Unknown,Overton  ,Cotton Valley,KB,470.0,143.29,Smith
-94.61448,32.42312,3560.7,127.22,,146.03,21.0,35.11,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.36,84.52,BHT-C,,Harrison,1.0,84.52,,,,,,,,,,,,,,,,Harrison County
-94.79557,32.39853,3211.0,146.11,,146.0,21.16,38.88,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.37,93.57,BHT-C,,Harrison,1.0,93.57,,,,,,,,,,,,,,,,Gregg County
-94.57845,32.44683,3192.0,145.56,,146.0,20.94,39.18,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.34,93.39,BHT-C,,Harrison,1.0,93.39,,,,,,,,,,,,,,,,Harrison County
