longitude,latitude,depth,uncor_bht,harrison_correction,bhtcorrected_temp,surface_temp,harrison_gradient,reference_data_set,state,k_source,k_section,resistance,k,q_calculated,quality,basement_depth,correction,bht_well,well_ave_hf,file_number,operation_name,drilling_start,drilling_complete,tsc,state_plane_meter_x_coordinate,state_plane_meter_y_coordinate,company_name,well_type,well_status,field_name,formation,elevation_measured,elevation_ft,elevation_m,county_name
-94.52695,32.45553,1241.26,55.56,,58.11,20.89,29.98,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.28,69.09,BHT-C,,Harrison,1.0,69.09,,,,,,,,,,,,,,,92.96,Harrison County
-94.85817,32.45165,1109.98,57.22,,58.1,21.12,33.31,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.28,76.45,BHT-C,,Harrison,1.0,76.45,,,,,,,,,,,,,,,,Gregg County
-94.6895,31.2791,1519.8,52.2,5.8,58.0,21.94,24.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.97,48.0,BHT-C,,Harrison,2.0,48.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.85844,32.44021,1139.58,56.67,,57.93,21.14,32.28,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,73.93,BHT-C,,Harrison,1.0,73.93,,,,,,,,,,,,,,,,Gregg County
-94.9702,32.1644,1136.6,56.7,1.2,57.9,21.5,32.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,66.0,BHT-C,,Harrison,1.0,66.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,GL,371.0,113.11,Rusk
-94.975,32.2571,1219.2,55.6,2.3,57.9,21.4,29.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,62.0,BHT-C,,Harrison,1.0,62.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,,,Rusk
-94.86538,32.47717,1132.34,56.67,,57.83,21.09,32.45,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,74.31,BHT-C,,Harrison,1.0,74.31,,,,,,,,,,,,,,,,Gregg County
-94.8613,32.5931,1172.6,56.1,1.7,57.8,21.0,31.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65.0,BHT-C,,Harrison,1.0,65.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,GL,439.0,133.84,Upshur
-94.9157,32.5751,1161.9,56.1,1.5,57.6,21.0,31.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65.0,BHT-C,,Harrison,1.0,65.0,,,,,2.5,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,392.0,119.51,Upshur
-94.8464,32.5927,1161.0,56.1,1.5,57.6,21.0,31.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65.0,BHT-C,,Harrison,1.0,65.0,,,,,4.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,408.0,124.39,Upshur
-94.86006,32.45714,1108.41,56.67,,57.52,21.12,32.84,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.28,75.4,BHT-C,,Harrison,1.0,75.4,,,,,,,,,,,,,,,,Gregg County
-94.9074,32.4201,1154.0,56.1,1.4,57.5,21.2,31.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,65.0,BHT-C,,Harrison,1.0,65.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,,,Gregg
-94.8332,32.49118,1098.34,56.67,,57.39,21.06,33.07,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.28,75.9,BHT-C,,Harrison,1.0,75.9,,,,,,,,,,,,,,,,Gregg County
-94.9983,32.2029,1175.0,55.6,1.7,57.3,21.5,30.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,63.0,BHT-C,,Harrison,1.0,63.0,,,,,2.5,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,KB,,,Smith
-94.9783,32.2353,1174.7,55.6,1.7,57.3,21.4,30.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,63.0,BHT-C,,Harrison,1.0,63.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,429.0,130.79,Rusk
-94.8201,32.6091,1164.6,55.6,1.6,57.2,20.9,31.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65.0,BHT-C,,Harrison,1.0,65.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,441.0,134.45,Upshur
-94.8895,32.5827,1167.4,55.6,1.6,57.2,21.0,31.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,64.0,BHT-C,,Harrison,1.0,64.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,406.0,123.78,Upshur
-94.9367,32.327,1166.5,55.6,1.6,57.2,21.3,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,63.0,BHT-C,,Harrison,1.0,63.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,402.0,122.56,Rusk
-94.9715,32.1511,1162.2,55.6,1.6,57.2,21.5,30.7,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,63.0,BHT-C,,Harrison,1.0,63.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,GL,413.0,125.91,Rusk
-94.958,32.2811,1163.4,55.6,1.6,57.2,21.4,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,63.0,BHT-C,,Harrison,1.0,63.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,KB,408.0,124.39,Rusk
-94.9548,32.3055,1167.1,55.6,1.6,57.2,21.3,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,63.0,BHT-C,,Harrison,1.0,63.0,,,,,7.0,,,East Texas Salt Water ,Injection/Disposal Well,Unknown,East Texas,,GL,375.0,114.33,Rusk
-94.9594,32.2136,1164.0,55.6,1.6,57.2,21.4,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,63.0,BHT-C,,Harrison,1.0,63.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,,,Rusk
-94.9568,32.1957,1163.4,55.6,1.6,57.2,21.4,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,63.0,BHT-C,,Harrison,1.0,63.0,,,,,2.25,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,441.0,134.45,Rusk
-94.8646,32.5861,1164.0,55.6,1.6,57.2,21.0,31.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,64.0,BHT-C,,Harrison,1.0,64.0,,,,,4.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,,,Upshur
-95.218,31.2634,521.3,57.2,0.0,57.2,22.4,66.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.99,133.0,BHT-G,,,1.0,,,,,,1.0,,,Range Resources,Oil Well,Unknown,Laura LaVelle,,KB,363.0,110.67,Houston
-94.9191,32.4686,1156.1,55.6,1.5,57.1,21.1,31.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,64.0,BHT-C,,Harrison,1.0,64.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,386.0,117.68,Gregg
-94.995,32.1637,1157.0,55.6,1.5,57.1,21.5,30.8,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,63.0,BHT-C,,Harrison,1.0,63.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,GL,378.0,115.24,Smith
-94.9049,32.449,1159.8,55.6,1.5,57.1,21.2,31.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,64.0,BHT-C,,Harrison,1.0,64.0,,,,,2.5,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,378.0,115.24,Gregg
-94.863,32.588,1157.3,55.6,1.5,57.1,21.0,31.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65.0,BHT-C,,Harrison,1.0,65.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,,,Upshur
-94.9336,32.3378,1147.0,55.6,1.4,57.0,21.3,31.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,64.0,BHT-C,,Harrison,1.0,64.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal From Oil,Unknown,East Texas,,GL,360.0,109.76,Rusk
-94.8399,32.5944,1143.0,55.6,1.3,56.9,20.9,31.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,65.0,BHT-C,,Harrison,1.0,65.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,KB,,,Upshur
-94.9125,32.4633,1145.1,55.6,1.3,56.9,21.1,31.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,64.0,BHT-C,,Harrison,1.0,64.0,,,,,2.5,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,341.0,103.96,Gregg
-94.9028,32.4167,1144.5,55.6,1.3,56.9,21.2,31.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,64.0,BHT-C,,Harrison,1.0,64.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,KB,370.0,112.8,Gregg
-93.778,30.5382,1659.8,49.4,7.3,56.7,21.7,21.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.94,41.0,BHT-C,,Harrison,2.0,49.0,,,,,8.0,,,"Alpine Resources, Inc.",Injection/Disposal Well,Unknown,Newton,,KB,67.0,20.43,Newton
-95.126,33.3598,1344.8,52.8,3.8,56.6,20.0,27.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.09,57.0,BHT-C,,Harrison,1.0,57.0,,,,,2.0,,,Arcadia Exp. & Prod. Co,Oil Well,Unknown,Talco,,KB,373.0,113.72,Franklin
-93.5102,31.7502,1293.0,53.3,3.2,56.5,20.41,27.9,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",LA,Estimate: Blackwell Gulf Coast K Model,,,1.99,56.0,BHT-C,,Harrison,2.0,59.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.85013,32.47477,1109.36,55.56,,56.42,21.09,31.85,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.28,73.09,BHT-C,,Harrison,1.0,73.09,,,,,,,,,,,,,,,79.55,Gregg County
-94.9945,32.1609,1147.6,55.0,1.4,56.4,21.5,30.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,62.0,BHT-C,,Harrison,1.0,62.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,377.0,114.94,Smith
-94.1079,33.056,1278.4,53.3,3.0,56.3,19.89,29.2,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.14,62.0,BHT-C,,Harrison,3.0,59.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.8429,32.5833,1142.1,55.0,1.3,56.3,21.0,30.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,64.0,BHT-C,,Harrison,1.0,64.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,KB,382.0,116.46,Upshur
-94.9866,32.2136,1186.9,54.4,1.9,56.3,21.4,29.4,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,60.0,BHT-C,,Harrison,1.0,60.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,GL,478.0,145.73,Smith
-94.8978,32.455,1138.1,55.0,1.2,56.2,21.13,30.81,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,63.0,BHT-C,,Harrison,1.0,70.64,,,,,15.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,,East Texas,,GL,316.0,96.32,Gregg County
-94.9702,32.1406,1137.8,55.0,1.2,56.2,21.5,30.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,63.0,BHT-C,,Harrison,1.0,63.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,Price,,GL,360.0,109.76,Rusk
-94.81173,32.53272,1173.26,54.44,,56.14,21.0,29.95,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,68.59,BHT-C,,Harrison,1.0,68.59,,,,,,,,,,,,,,,116.74,Gregg County
-94.8293,32.6015,1172.6,54.4,1.7,56.1,20.9,30.0,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,62.0,BHT-C,,Harrison,1.0,62.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,424.0,129.27,Upshur
-94.5835,30.786,1356.1,52.2,3.9,56.1,22.13,25.6,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,1.93,49.0,BHT-C,,Harrison,1.0,49.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.82344,32.54741,1166.02,54.44,,56.05,20.99,30.07,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,68.83,BHT-C,,Harrison,1.0,68.83,,,,,,,,,,,,,,,,Gregg County
-94.85152,32.50673,1159.72,54.44,,55.96,21.05,30.11,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,68.88,BHT-C,,Harrison,1.0,68.88,,,,,,,,,,,,,,,,Gregg County
-94.80807,32.54079,1149.96,54.44,,55.84,20.98,30.31,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,69.35,BHT-C,,Harrison,1.0,69.35,,,,,,,,,,,,,,,127.1,Gregg County
-94.7874,32.626,1150.0,54.4,1.4,55.8,20.9,30.3,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.07,63.0,BHT-C,,Harrison,1.0,63.0,,,,,3.0,,,Gene Powell,Dry Hole,Unknown,East Texas,,KB,,,Gregg
-94.9152,32.3941,1146.3,54.4,1.3,55.7,21.2,30.1,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,62.0,BHT-C,,Harrison,1.0,62.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,333.0,101.52,Gregg
-94.9265,32.3821,1142.4,54.4,1.3,55.7,21.2,30.2,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,62.0,BHT-C,,Harrison,1.0,62.0,,,,,2.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,,,Gregg
-94.9693,32.1442,1142.7,54.4,1.3,55.7,21.5,29.9,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,61.0,BHT-C,,Harrison,1.0,61.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Dry Hole,Unknown,East Texas,,GL,371.0,113.11,Rusk
-94.8158,32.53311,1133.59,54.44,,55.63,21.0,30.55,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,69.85,BHT-C,,Harrison,1.0,69.85,,,,,,,,,,,,,,,,Gregg County
-94.9024,32.4587,1134.5,54.4,1.2,55.6,21.13,30.39,"Blackwell, D.D., Richards & Stepp: TX Geothermal Assessment for the I-35 Corridor East Final Report TX SECO Contract CM709 SMU Geothermal Lab 2010|Google HF=Q calculated| 2018 new conductivity-HF=Site well HF.",TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,62.0,BHT-C,,Harrison,1.0,69.69,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,,Liberty City,,KB,316.0,96.32,Gregg County
-94.82008,32.5195,1124.78,54.44,,55.51,21.02,30.67,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,70.18,BHT-C,,Harrison,1.0,70.18,,,,,,,,,,,,,,,,Gregg County
-94.4776,32.2619,1163.4,53.9,1.6,55.5,21.1,29.6,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.05,61.0,BHT-C,,Harrison,1.0,61.0,,,,,5.0,,,Texas American Resources Co,Injection/Disposal Well,Unknown,Beckville,,KB,,,Panola
-94.9223,32.4759,1128.4,54.4,1.1,55.5,21.1,30.5,"Blackwell, D.D., M. Richards, and P. Stepp, Texas Geothermal Assessment for the I-35 Corridor East, Final Report for the Texas State Energy Conservation, Contract CM709, SMU Geothermal Laboratory, 88 p., 2010.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.06,63.0,BHT-C,,Harrison,1.0,63.0,,,,,3.0,,,East Texas Salt Water Disposal Co,Injection/Disposal Well,Unknown,East Texas,,GL,,,Gregg
-94.86931,32.45713,1123.84,54.44,,55.5,21.12,30.59,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.28,70.18,BHT-C,,Harrison,1.0,70.18,,,,,,,,,,,,,,,,Gregg County
-94.83341,32.49249,1196.24,53.33,,55.32,21.06,28.64,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,65.63,BHT-C,,Harrison,1.0,65.63,,,,,,,,,,,,,,,84.43,Gregg County
-94.83985,32.53259,1110.3,54.44,,55.32,21.01,30.9,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,70.86,BHT-C,,Harrison,1.0,70.86,,,,,,,,,,,,,,,88.09,Gregg County
-94.80955,32.53882,1192.15,53.33,,55.27,20.99,28.75,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.27,65.93,BHT-C,,Harrison,1.0,65.93,,,,,,,,,,,,,,,,Gregg County
-93.5168,33.1835,1372.6,51.1,4.1,55.2,19.26,26.4,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",AR,Estimate: Blackwell Gulf Coast K Model,,,2.15,57.0,BHT-C,,Harrison,2.0,62.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
-94.84409,32.42324,1100.54,54.44,,55.2,21.15,30.93,Batiretal2018,TX,2018 Thermal K calcuated used COSUNA model: TXGC6alt100 |Temperature: SMU HF Database,,,2.28,71.1,BHT-C,,Harrison,1.0,71.1,,,,,,,,,,,,,,,79.86,Gregg County
-94.1479,32.9971,1184.8,53.3,1.8,55.1,20.01,30.1,"American Association of Petroleum Geologist-CSDE-COSUNA and Geothermal Survey Data_Rom, 1994.",TX,Estimate: Blackwell Gulf Coast K Model,,,2.14,64.0,BHT-C,,Harrison,2.0,67.0,,,,,,,,,Oil or Gas Well,Drilled before 1972,,,,,,
